Gene.secondaryIdentifier	Gene.length	Gene.qualifier	Gene.chromosome.primaryIdentifier	Gene.chromosomeLocation.start	Gene.chromosomeLocation.end	Gene.chromosomeLocation.strand
YOR040W	858	Verified	chrXV	407064	407921	1
YOR041C	432	Dubious	chrXV	408358	408789	-1
YOR042W	1236	Verified	chrXV	408425	409660	1
YOR043W	1461	Verified	chrXV	410870	412330	1
YOR044W	474	Verified	chrXV	413007	413480	1
YOR045W	186	Verified	chrXV	413852	414037	1
YOR046C	1449	Verified	chrXV	414459	415907	-1
YOR047C	1335	Verified	chrXV	416347	417681	-1
YOR048C	3021	Verified	chrXV	418630	421650	-1
YOR049C	1065	Verified	chrXV	422668	423732	-1
YOR050C	348	Dubious	chrXV	424270	424617	-1
YOR051C	1239	Verified	chrXV	424846	426084	-1
YOR052C	453	Verified	chrXV	426772	427224	-1
YOR053W	342	Dubious	chrXV	427817	428158	1
YOR054C	2025	Verified	chrXV	427833	429857	-1
YOR055W	435	Dubious	chrXV	429478	429912	1
YOR056C	1380	Verified	chrXV	430247	431626	-1
YOR057W	1188	Verified	chrXV	432186	433373	1
YOR058C	2658	Verified	chrXV	433688	436345	-1
YOR059C	1353	Verified	chrXV	438906	440258	-1
YOR060C	774	Verified	chrXV	440390	441163	-1
YOR061W	1020	Verified	chrXV	441534	442553	1
YOR062C	807	Uncharacterized	chrXV	442725	443531	-1
YOR063W	1164	Verified	chrXV	444686	445849	1
YOR064C	660	Verified	chrXV	446079	446738	-1
YOR065W	930	Verified	chrXV	447439	448368	1
YOR066W	1890	Verified	chrXV	449436	451325	1
YOR067C	1734	Verified	chrXV	451729	453462	-1
YOR068C	345	Verified	chrXV	453869	454213	-1
YOR069W	2028	Verified	chrXV	453768	455795	1
YOR070C	1914	Verified	chrXV	455907	457820	-1
YOR071C	1797	Verified	chrXV	459480	461276	-1
YOR072W	315	Uncharacterized	chrXV	461502	461816	1
YOR073W	1773	Verified	chrXV	464771	466543	1
YOR074C	915	Verified	chrXV	466675	467589	-1
YOR075W	1041	Verified	chrXV	468212	469252	1
YOR076C	2244	Verified	chrXV	469377	471620	-1
YOR077W	699	Verified	chrXV	471899	472597	1
YOR078W	645	Verified	chrXV	472725	473369	1
YOR079C	942	Verified	chrXV	473475	474416	-1
YOR080W	2199	Verified	chrXV	474594	476792	1
YOR081C	2250	Verified	chrXV	476939	479188	-1
YOR082C	342	Dubious	chrXV	479296	479637	-1
YOR083W	888	Verified	chrXV	479533	480420	1
YOR084W	1164	Verified	chrXV	480587	481750	1
YOR085W	1053	Verified	chrXV	482033	483085	1
YOR086C	3561	Verified	chrXV	483219	486779	-1
YOR087W	2028	Verified	chrXV	487707	489734	1
YOR089C	633	Verified	chrXV	490196	490828	-1
YOR090C	1719	Verified	chrXV	491123	492841	-1
YOR091W	1038	Verified	chrXV	493433	494470	1
YOR092W	1842	Verified	chrXV	495127	496968	1
YOR093C	4947	Uncharacterized	chrXV	497506	502452	-1
YOR094W	552	Verified	chrXV	502795	503346	1
YOR095C	777	Verified	chrXV	503552	504328	-1
YOR096W	974	Verified	chrXV	505794	506767	1
YOR097C	528	Uncharacterized	chrXV	506978	507505	-1
YOR098C	3231	Verified	chrXV	507948	511178	-1
YOR099W	1182	Verified	chrXV	511825	513006	1
YOR100C	984	Verified	chrXV	513295	514278	-1
YOR101W	930	Verified	chrXV	515244	516173	1
YOR102W	351	Dubious	chrXV	516423	516773	1
YOR103C	393	Verified	chrXV	516449	516841	-1
YOR104W	849	Verified	chrXV	517642	518490	1
YOR105W	327	Uncharacterized	chrXV	518195	518521	1
YOR106W	852	Verified	chrXV	519121	519972	1
YOR107W	930	Verified	chrXV	521353	522282	1
YOR108W	1815	Verified	chrXV	523027	524841	1
YOR109W	3324	Verified	chrXV	525278	528601	1
YOR110W	1308	Verified	chrXV	528941	530248	1
YOR111W	699	Uncharacterized	chrXV	530429	531127	1
YOR112W	2286	Verified	chrXV	531508	533793	1
YOR113W	2745	Verified	chrXV	534075	536819	1
YOR114W	885	Uncharacterized	chrXV	537570	538454	1
YOR115C	807	Verified	chrXV	538659	539465	-1
YOR116C	4383	Verified	chrXV	539763	544145	-1
YOR117W	1305	Verified	chrXV	545029	546333	1
YOR118W	1704	Verified	chrXV	546857	548560	1
YOR119C	1455	Verified	chrXV	548792	550246	-1
YOR120W	939	Verified	chrXV	551114	552052	1
YOR121C	306	Dubious	chrXV	551798	552103	-1
YOR122C	590	Verified	chrXV	552298	552887	-1
YOR123C	1395	Verified	chrXV	553176	554570	-1
YOR124C	3819	Verified	chrXV	554824	558642	-1
YOR125C	702	Verified	chrXV	559030	559731	-1
YOR126C	717	Verified	chrXV	559961	560677	-1
YOR127W	3024	Verified	chrXV	561170	564193	1
YOR128C	1716	Verified	chrXV	564476	566191	-1
YOR129C	2682	Verified	chrXV	566877	569558	-1
YOR130C	879	Verified	chrXV	569929	570807	-1
YOR131C	657	Verified	chrXV	572182	572838	-1
YOR132W	1656	Verified	chrXV	573175	574830	1
YOR133W	2529	Verified	chrXV	575098	577626	1
YOR134W	1230	Verified	chrXV	578564	579793	1
YOR135C	342	Dubious	chrXV	580159	580500	-1
YOR136W	1110	Verified	chrXV	580250	581359	1
YOR137C	1869	Verified	chrXV	581813	583681	-1
YOR138C	2016	Verified	chrXV	584309	586324	-1
YOR139C	393	Dubious	chrXV	586950	587342	-1
YOR140W	2301	Verified	chrXV	586981	589281	1
YOR141C	2646	Verified	chrXV	589942	592587	-1
YOR142W	990	Verified	chrXV	593057	594046	1
YOR143C	960	Verified	chrXV	601383	602342	-1
YOR144C	2376	Verified	chrXV	602717	605092	-1
YOR145C	825	Verified	chrXV	605347	606171	-1
YOR146W	306	Dubious	chrXV	605873	606178	1
YOR147W	1869	Verified	chrXV	606607	608475	1
YOR148C	558	Verified	chrXV	608640	609197	-1
YOR149C	1551	Verified	chrXV	609838	611388	-1
YOR150W	492	Verified	chrXV	611999	612490	1
YOR151C	3675	Verified	chrXV	612997	616671	-1
YOR152C	771	Verified	chrXV	617518	618288	-1
YOR153W	4536	Verified	chrXV	619840	624375	1
YOR154W	1764	Verified	chrXV	624729	626492	1
YOR155C	1353	Verified	chrXV	626628	627980	-1
YOR156C	2181	Verified	chrXV	628360	630540	-1
YOR157C	786	Verified	chrXV	630966	631751	-1
YOR158W	957	Verified	chrXV	632164	633120	1
YOR159C	285	Verified	chrXV	633282	633566	-1
YOR160W	2919	Verified	chrXV	633839	636757	1
YOR161C	1620	Verified	chrXV	636939	638558	-1
YOR162C	2433	Verified	chrXV	639560	641992	-1
YOR163W	567	Verified	chrXV	642741	643307	1
YOR164C	939	Verified	chrXV	643394	644332	-1
YOR165W	2331	Verified	chrXV	644566	646896	1
YOR166C	1377	Verified	chrXV	647126	648502	-1
YOR167C	204	Verified	chrXV	648804	649007	-1
YOR168W	2430	Verified	chrXV	649303	651732	1
YOR169C	465	Dubious	chrXV	651376	651840	-1
YOR170W	306	Dubious	chrXV	651858	652163	1
YOR171C	1875	Verified	chrXV	652010	653884	-1
YOR172W	2361	Verified	chrXV	654210	656570	1
YOR173W	1062	Verified	chrXV	657264	658325	1
YOR174W	855	Verified	chrXV	658747	659601	1
YOR175C	1860	Verified	chrXV	659815	661674	-1
YOR176W	1182	Verified	chrXV	662401	663582	1
YOR177C	1395	Verified	chrXV	665785	667179	-1
YOR178C	2382	Verified	chrXV	667860	670241	-1
YOR179C	567	Verified	chrXV	671845	672411	-1
YOR180C	816	Verified	chrXV	674352	675167	-1
YOR181W	1902	Verified	chrXV	675939	677840	1
YOR182C	603	Verified	chrXV	678191	678793	-1
YOR183W	390	Uncharacterized	chrXV	678872	679261	1
YOR184W	1188	Verified	chrXV	679357	680544	1
YOR185C	663	Verified	chrXV	681444	682106	-1
YOR186W	435	Uncharacterized	chrXV	683111	683545	1
YOR187W	1314	Verified	chrXV	684030	685343	1
YOR188W	3414	Verified	chrXV	685767	689180	1
YOR189W	351	Verified	chrXV	689624	689974	1
YOR190W	1338	Verified	chrXV	690695	692032	1
YOR191W	4860	Verified	chrXV	692475	697334	1
YOR192C	1800	Verified	chrXV	698768	700567	-1
YOR193W	1131	Verified	chrXV	710446	711576	1
YOR194C	861	Verified	chrXV	711683	712543	-1
YOR195W	2466	Verified	chrXV	712866	715331	1
YOR196C	1245	Verified	chrXV	715593	716837	-1
YOR197W	1299	Verified	chrXV	717086	718384	1
YOR198C	1413	Verified	chrXV	718653	720065	-1
YOR199W	330	Dubious	chrXV	720181	720510	1
YOR200W	399	Dubious	chrXV	720417	720815	1
YOR201C	1239	Verified	chrXV	720470	721708	-1
YOR202W	663	Verified	chrXV	721946	722608	1
YOR203W	354	Dubious	chrXV	722565	722918	1
YOR204W	1815	Verified	chrXV	722911	724725	1
YOR205C	1671	Verified	chrXV	725564	727234	-1
YOR206W	2133	Verified	chrXV	727512	729644	1
YOR207C	3450	Verified	chrXV	730008	733457	-1
YOR208W	2253	Verified	chrXV	733925	736177	1
YOR209C	1290	Verified	chrXV	736437	737726	-1
YOR210W	213	Verified	chrXV	738320	738532	1
YOR211C	2646	Verified	chrXV	738924	741569	-1
YOR212W	1272	Verified	chrXV	742910	744181	1
YOR213C	747	Verified	chrXV	744535	745281	-1
YOR214C	711	Verified	chrXV	745593	746303	-1
YOR215C	558	Verified	chrXV	746725	747282	-1
YOR216C	1455	Verified	chrXV	747525	748979	-1
YOR217W	2586	Verified	chrXV	749301	751886	1
YOR218C	420	Dubious	chrXV	751476	751895	-1
YOR219C	2796	Verified	chrXV	752214	755009	-1
YOR220W	798	Verified	chrXV	755328	756125	1
YOR221C	1083	Verified	chrXV	756476	757558	-1
YOR222W	924	Verified	chrXV	758330	759253	1
YOR223W	879	Verified	chrXV	759782	760660	1
YOR224C	441	Verified	chrXV	760825	761265	-1
YOR225W	330	Dubious	chrXV	761392	761721	1
YOR226C	471	Verified	chrXV	761614	762084	-1
YOR227W	3741	Verified	chrXV	762825	766565	1
YOR228C	909	Verified	chrXV	766869	767777	-1
YOR229W	1404	Verified	chrXV	768409	769812	1
YOR230W	1314	Verified	chrXV	770800	772113	1
YOR231W	1527	Verified	chrXV	772601	774127	1
YOR232W	687	Verified	chrXV	774573	775259	1
YOR233W	2403	Verified	chrXV	775846	778248	1
YOR234C	851	Verified	chrXV	778555	779405	-1
YOR235W	315	Uncharacterized	chrXV	779870	780184	1
YOR236W	636	Verified	chrXV	780906	781541	1
YOR237W	1305	Verified	chrXV	781994	783298	1
YOR238W	912	Uncharacterized	chrXV	783677	784588	1
YOR239W	1888	Verified	chrXV	784857	786744	1
YOR241W	1647	Verified	chrXV	786995	788641	1
YOR242C	1116	Verified	chrXV	788742	789857	-1
YOR243C	2031	Verified	chrXV	790211	792241	-1
YOR244W	1338	Verified	chrXV	792531	793868	1
YOR245C	1257	Verified	chrXV	794076	795332	-1
YOR246C	993	Verified	chrXV	795801	796793	-1
YOR247W	633	Verified	chrXV	797676	798308	1
YOR248W	303	Dubious	chrXV	798013	798315	1
YOR249C	2058	Verified	chrXV	798674	800731	-1
YOR250C	1338	Verified	chrXV	800970	802307	-1
YOR251C	915	Verified	chrXV	802550	803464	-1
YOR252W	537	Verified	chrXV	803667	804203	1
YOR253W	531	Verified	chrXV	804377	804907	1
YOR254C	1992	Verified	chrXV	805032	807023	-1
YOR255W	837	Verified	chrXV	807271	808107	1
YOR256C	2430	Verified	chrXV	808254	810683	-1
YOR257W	486	Verified	chrXV	811008	811493	1
YOR258W	654	Verified	chrXV	811671	812324	1
YOR259C	1314	Verified	chrXV	812395	813708	-1
YOR260W	1737	Verified	chrXV	813984	815720	1
YOR261C	1017	Verified	chrXV	815915	816931	-1
YOR262W	1044	Verified	chrXV	817292	818335	1
YOR263C	408	Dubious	chrXV	818757	819164	-1
YOR264W	1293	Verified	chrXV	818866	820158	1
YOR265W	321	Verified	chrXV	820454	820774	1
YOR266W	1272	Verified	chrXV	821023	822294	1
YOR267C	2280	Verified	chrXV	822588	824867	-1
YOR268C	399	Uncharacterized	chrXV	825534	825932	-1
YOR269W	1485	Verified	chrXV	826385	827869	1
YOR270C	2523	Verified	chrXV	828052	830574	-1
YOR271C	984	Uncharacterized	chrXV	831059	832042	-1
YOR272W	1383	Verified	chrXV	832813	834195	1
YOR273C	1980	Verified	chrXV	834452	836431	-1
YOR274W	1287	Verified	chrXV	837674	838960	1
YOR275C	1986	Verified	chrXV	839084	841069	-1
YOR276W	486	Verified	chrXV	841333	841818	1
YOR277C	309	Dubious	chrXV	841515	841823	-1
YOR278W	828	Verified	chrXV	842817	843644	1
YOR279C	933	Verified	chrXV	843698	844630	-1
YOR280C	801	Verified	chrXV	844992	845792	-1
YOR281C	861	Verified	chrXV	846269	847129	-1
YOR282W	321	Dubious	chrXV	847000	847320	1
YOR283W	693	Verified	chrXV	847453	848145	1
YOR284W	732	Verified	chrXV	848478	849209	1
YOR285W	420	Verified	chrXV	849635	850054	1
YOR286W	450	Verified	chrXV	850280	850729	1
YOR287C	903	Verified	chrXV	850937	851839	-1
YOR288C	957	Verified	chrXV	852121	853077	-1
YOR289W	756	Uncharacterized	chrXV	853357	854112	1
YOR290C	5112	Verified	chrXV	855147	860258	-1
YOR291W	4419	Verified	chrXV	861175	865593	1
YOR292C	930	Uncharacterized	chrXV	865653	866582	-1
YOR293W	755	Verified	chrXV	867098	867852	1
YOR294W	612	Verified	chrXV	868340	868951	1
YOR295W	687	Verified	chrXV	869208	869894	1
YOR296W	3870	Uncharacterized	chrXV	870202	874071	1
YOR297C	579	Verified	chrXV	874743	875321	-1
YOR298W	1440	Verified	chrXV	875599	877038	1
YOR299W	2241	Verified	chrXV	878435	880675	1
YOR300W	309	Dubious	chrXV	880575	880883	1
YOR301W	1308	Verified	chrXV	880965	882272	1
YOR302W	78	Verified	chrXV	882765	882842	1
YOR303W	1236	Verified	chrXV	882899	884134	1
YOR304C-A	231	Verified	chrXV	888520	888750	-1
YOR304W	3363	Verified	chrXV	884514	887876	1
YOR305W	729	Verified	chrXV	889022	889750	1
YOR306C	1566	Verified	chrXV	889867	891432	-1
YOR307C	1362	Verified	chrXV	892731	894092	-1
YOR308C	1764	Verified	chrXV	894624	896387	-1
YOR309C	381	Dubious	chrXV	896698	897078	-1
YOR310C	1536	Verified	chrXV	896825	898360	-1
YOR311C	873	Verified	chrXV	899056	899928	-1
YOR312C	945	Verified	chrXV	900250	901194	-1
YOR313C	1017	Verified	chrXV	901858	902874	-1
YOR314W	330	Uncharacterized	chrXV	903043	903372	1
YOR315W	1041	Verified	chrXV	904760	905800	1
YOR316C	1320	Verified	chrXV	906236	907555	-1
YOR317W	2103	Verified	chrXV	909343	911445	1
YOR318C	653	Dubious	chrXV	911784	912436	-1
YOR319W	642	Verified	chrXV	912822	913463	1
YOR320C	1476	Verified	chrXV	913619	915094	-1
YOR321W	2262	Verified	chrXV	916030	918291	1
YOR322C	2457	Verified	chrXV	918606	921062	-1
YOR323C	1371	Verified	chrXV	921535	922905	-1
YOR324C	1809	Verified	chrXV	923232	925040	-1
YOR325W	474	Dubious	chrXV	924577	925050	1
YOR326W	4725	Verified	chrXV	925721	930445	1
YOR327C	348	Verified	chrXV	930734	931081	-1
YOR328W	4695	Verified	chrXV	931803	936497	1
YOR329C	2619	Verified	chrXV	936731	939349	-1
YOR330C	3765	Verified	chrXV	939621	943385	-1
YOR331C	558	Dubious	chrXV	943565	944122	-1
YOR332W	702	Verified	chrXV	943656	944357	1
YOR333C	417	Dubious	chrXV	944541	944957	-1
YOR334W	1413	Verified	chrXV	944596	946008	1
YOR335C	2877	Verified	chrXV	946233	949109	-1
YOR336W	4098	Verified	chrXV	949773	953870	1
YOR337W	2280	Verified	chrXV	954344	956623	1
YOR338W	1092	Uncharacterized	chrXV	956898	957989	1
YOR339C	471	Verified	chrXV	958362	958832	-1
YOR340C	981	Verified	chrXV	959202	960182	-1
YOR341W	4995	Verified	chrXV	960987	965981	1
YOR342C	960	Verified	chrXV	966666	967625	-1
YOR343C	327	Uncharacterized	chrXV	968148	968474	-1
YOR344C	876	Verified	chrXV	977194	978069	-1
YOR345C	351	Dubious	chrXV	981812	982162	-1
YOR346W	2958	Verified	chrXV	981828	984785	1
YOR347C	1521	Verified	chrXV	984942	986462	-1
YOR348C	1884	Verified	chrXV	986899	988782	-1
YOR349W	3045	Verified	chrXV	989789	992833	1
YOR350C	1992	Verified	chrXV	992864	994855	-1
YOR351C	1494	Verified	chrXV	995018	996511	-1
YOR352W	1032	Verified	chrXV	997213	998244	1
YOR353C	2376	Verified	chrXV	998453	1000828	-1
YOR354C	2079	Verified	chrXV	1001147	1003225	-1
YOR355W	1569	Verified	chrXV	1005137	1006705	1
YOR356W	1896	Verified	chrXV	1007221	1009116	1
YOR357C	489	Verified	chrXV	1009224	1009712	-1
YOR358W	729	Verified	chrXV	1010161	1010889	1
YOR359W	1572	Verified	chrXV	1011189	1012760	1
YOR360C	1581	Verified	chrXV	1013241	1014821	-1
YOR361C	2292	Verified	chrXV	1015361	1017652	-1
YOR362C	867	Verified	chrXV	1017880	1018746	-1
YOR363C	2991	Verified	chrXV	1020222	1023212	-1
YOR364W	369	Dubious	chrXV	1023371	1023739	1
YOR365C	2112	Uncharacterized	chrXV	1023461	1025572	-1
YOR366W	354	Dubious	chrXV	1025256	1025609	1
YOR367W	603	Verified	chrXV	1026007	1026609	1
YOR368W	1206	Verified	chrXV	1026843	1028048	1
YOR369C	432	Verified	chrXV	1028194	1028625	-1
YOR370C	1812	Verified	chrXV	1029183	1030994	-1
YOR371C	2694	Verified	chrXV	1031489	1034182	-1
YOR372C	1665	Verified	chrXV	1034807	1036471	-1
YOR373W	2556	Verified	chrXV	1036834	1039389	1
YOR374W	1560	Verified	chrXV	1039840	1041399	1
YOR375C	1365	Verified	chrXV	1041678	1043042	-1
YOR376W	369	Uncharacterized	chrXV	1043191	1043559	1
YOR377W	1578	Verified	chrXV	1046226	1047803	1
YOR378W	1548	Verified	chrXV	1049511	1051058	1
YOR379C	339	Dubious	chrXV	1050726	1051064	-1
YOR380W	1641	Verified	chrXV	1051290	1052930	1
YOR381W	2136	Verified	chrXV	1055545	1057680	1
YOR382W	462	Verified	chrXV	1059531	1059992	1
YOR383C	615	Verified	chrXV	1060441	1061055	-1
YOR384W	2085	Verified	chrXV	1061564	1063648	1
YOR385W	873	Uncharacterized	chrXV	1065043	1065915	1
YOR386W	1698	Verified	chrXV	1066839	1068536	1
YOR387C	621	Uncharacterized	chrXV	1069621	1070241	-1
YOR388C	1131	Verified	chrXV	1071793	1072923	-1
YOR389W	1875	Uncharacterized	chrXV	1074213	1076087	1
YOR390W	1128	Verified	chrXV	1076784	1077911	1
YOR391C	714	Verified	chrXV	1078545	1079258	-1
YOR392W	444	Dubious	chrXV	1079282	1079725	1
YOR393W	1314	Verified	chrXV	1080276	1081589	1
YOR394W	495	Verified	chrXV	1082718	1083212	1
YPL001W	1125	Verified	chrXVI	554605	555729	1
YPL002C	702	Verified	chrXVI	553627	554328	-1
YPL003W	1389	Verified	chrXVI	552020	553408	1
YPL004C	1026	Verified	chrXVI	550632	551657	-1
YPL005W	1821	Verified	chrXVI	548486	550306	1
YPL006W	3513	Verified	chrXVI	544631	548143	1
YPL007C	1767	Verified	chrXVI	542082	543848	-1
YPL008W	2586	Verified	chrXVI	539385	541970	1
YPL009C	3117	Verified	chrXVI	535820	538936	-1
YPL010W	570	Verified	chrXVI	535018	535587	1
YPL011C	1062	Verified	chrXVI	533642	534703	-1
YPL012W	3687	Verified	chrXVI	529723	533409	1
YPL013C	366	Verified	chrXVI	528985	529350	-1
YPL014W	1146	Verified	chrXVI	527547	528692	1
YPL015C	1074	Verified	chrXVI	525810	526883	-1
YPL016W	3945	Verified	chrXVI	521014	524958	1
YPL017C	1500	Verified	chrXVI	518734	520233	-1
YPL018W	1110	Verified	chrXVI	517651	518760	1
YPL019C	2508	Verified	chrXVI	514511	517018	-1
YPL020C	1866	Verified	chrXVI	512313	514178	-1
YPL021W	564	Verified	chrXVI	511101	511664	1
YPL022W	3303	Verified	chrXVI	506697	509999	1
YPL023C	1974	Verified	chrXVI	504339	506312	-1
YPL024W	726	Verified	chrXVI	503517	504242	1
YPL025C	558	Dubious	chrXVI	502473	503030	-1
YPL026C	1509	Verified	chrXVI	500675	502183	-1
YPL027W	738	Verified	chrXVI	499665	500402	1
YPL028W	1197	Verified	chrXVI	498096	499292	1
YPL029W	2214	Verified	chrXVI	495506	497719	1
YPL030W	1704	Verified	chrXVI	493543	495246	1
YPL031C	1020	Verified	chrXVI	492018	493037	-1
YPL032C	2478	Verified	chrXVI	488887	491364	-1
YPL033C	846	Verified	chrXVI	487362	488207	-1
YPL034W	498	Uncharacterized	chrXVI	486712	487209	1
YPL035C	348	Dubious	chrXVI	486564	486911	-1
YPL036W	2844	Verified	chrXVI	482843	485686	1
YPL037C	474	Verified	chrXVI	481428	481901	-1
YPL038W	534	Verified	chrXVI	480535	481068	1
YPL039W	951	Uncharacterized	chrXVI	479225	480175	1
YPL040C	3009	Verified	chrXVI	475993	479001	-1
YPL041C	624	Uncharacterized	chrXVI	475118	475741	-1
YPL042C	1668	Verified	chrXVI	473040	474707	-1
YPL043W	2058	Verified	chrXVI	469939	471996	1
YPL044C	549	Dubious	chrXVI	469926	470474	-1
YPL045W	2397	Verified	chrXVI	467260	469656	1
YPL046C	300	Verified	chrXVI	466644	466943	-1
YPL047W	300	Verified	chrXVI	465962	466261	1
YPL048W	1248	Verified	chrXVI	464401	465648	1
YPL049C	1359	Verified	chrXVI	462481	463839	-1
YPL050C	1188	Verified	chrXVI	460779	461966	-1
YPL051W	597	Verified	chrXVI	459963	460559	1
YPL052W	880	Verified	chrXVI	458799	459678	1
YPL053C	1341	Verified	chrXVI	457118	458458	-1
YPL054W	906	Verified	chrXVI	455759	456664	1
YPL055C	999	Verified	chrXVI	453992	454990	-1
YPL056C	306	Uncharacterized	chrXVI	453430	453735	-1
YPL057C	1149	Verified	chrXVI	451909	453057	-1
YPL058C	4536	Verified	chrXVI	445842	450377	-1
YPL059W	453	Verified	chrXVI	444579	445031	1
YPL060W	1242	Verified	chrXVI	434523	435764	1
YPL061W	1503	Verified	chrXVI	432588	434090	1
YPL062W	405	Uncharacterized	chrXVI	431895	432299	1
YPL063W	1431	Verified	chrXVI	429939	431369	1
YPL064C	906	Verified	chrXVI	428711	429616	-1
YPL065W	729	Verified	chrXVI	427927	428655	1
YPL066W	1440	Verified	chrXVI	426233	427672	1
YPL067C	597	Uncharacterized	chrXVI	425251	425847	-1
YPL068C	882	Uncharacterized	chrXVI	424215	425096	-1
YPL069C	1008	Verified	chrXVI	422885	423892	-1
YPL070W	1839	Verified	chrXVI	420948	422786	1
YPL071C	471	Uncharacterized	chrXVI	420048	420518	-1
YPL072W	1500	Verified	chrXVI	418512	420011	1
YPL073C	486	Dubious	chrXVI	418499	418984	-1
YPL074W	2265	Verified	chrXVI	415763	418027	1
YPL075W	3109	Verified	chrXVI	412254	415362	1
YPL076W	843	Verified	chrXVI	410443	411285	1
YPL077C	723	Uncharacterized	chrXVI	409368	410090	-1
YPL078C	735	Verified	chrXVI	408010	408744	-1
YPL079W	904	Verified	chrXVI	406636	407539	1
YPL080C	327	Uncharacterized	chrXVI	406172	406498	-1
YPL081W	1095	Verified	chrXVI	404950	406044	1
YPL082C	5604	Verified	chrXVI	398480	404083	-1
YPL083C	1404	Verified	chrXVI	396702	398105	-1
YPL084W	2535	Verified	chrXVI	394038	396572	1
YPL085W	6588	Verified	chrXVI	387067	393654	1
YPL086C	1674	Verified	chrXVI	384773	386446	-1
YPL087W	954	Verified	chrXVI	383455	384408	1
YPL088W	1029	Uncharacterized	chrXVI	381965	382993	1
YPL089C	2031	Verified	chrXVI	379120	381150	-1
YPL090C	1105	Verified	chrXVI	377291	378395	-1
YPL091W	1452	Verified	chrXVI	375502	376953	1
YPL092W	1377	Verified	chrXVI	373793	375169	1
YPL093W	1944	Verified	chrXVI	370978	372921	1
YPL094C	825	Verified	chrXVI	369839	370663	-1
YPL095C	1371	Verified	chrXVI	368071	369441	-1
YPL096W	1092	Verified	chrXVI	366927	368018	1
YPL097W	1479	Verified	chrXVI	364952	366430	1
YPL098C	342	Verified	chrXVI	364386	364727	-1
YPL099C	549	Verified	chrXVI	363520	364068	-1
YPL100W	1491	Verified	chrXVI	361872	363362	1
YPL101W	1371	Verified	chrXVI	360209	361579	1
YPL102C	303	Dubious	chrXVI	360003	360305	-1
YPL103C	1407	Verified	chrXVI	358000	359406	-1
YPL104W	1977	Verified	chrXVI	355700	357676	1
YPL105C	2550	Verified	chrXVI	352863	355412	-1
YPL106C	2082	Verified	chrXVI	350194	352275	-1
YPL107W	747	Uncharacterized	chrXVI	349119	349865	1
YPL108W	507	Uncharacterized	chrXVI	348446	348952	1
YPL109C	2126	Uncharacterized	chrXVI	345264	347389	-1
YPL110C	3672	Verified	chrXVI	341068	344739	-1
YPL111W	1002	Verified	chrXVI	339944	340945	1
YPL112C	1185	Verified	chrXVI	337436	338620	-1
YPL113C	1191	Verified	chrXVI	335953	337143	-1
YPL114W	420	Dubious	chrXVI	335948	336367	1
YPL115C	3387	Verified	chrXVI	332100	335486	-1
YPL116W	2094	Verified	chrXVI	329606	331699	1
YPL117C	867	Verified	chrXVI	327864	328730	-1
YPL118W	1035	Verified	chrXVI	326628	327662	1
YPL119C	1854	Verified	chrXVI	324411	326264	-1
YPL120W	1674	Verified	chrXVI	322071	323744	1
YPL121C	669	Verified	chrXVI	320962	321630	-1
YPL122C	1542	Verified	chrXVI	319226	320767	-1
YPL123C	1305	Verified	chrXVI	317641	318945	-1
YPL124W	762	Verified	chrXVI	316755	317516	1
YPL125W	3099	Verified	chrXVI	313388	316486	1
YPL126W	2691	Verified	chrXVI	310210	312900	1
YPL127C	777	Verified	chrXVI	308828	309604	-1
YPL128C	1689	Verified	chrXVI	306533	308221	-1
YPL129W	840	Verified	chrXVI	305298	306137	1
YPL130W	672	Verified	chrXVI	304387	305058	1
YPL131W	894	Verified	chrXVI	303121	304014	1
YPL132W	903	Verified	chrXVI	301716	302618	1
YPL133C	1341	Verified	chrXVI	299888	301228	-1
YPL134C	933	Verified	chrXVI	298571	299503	-1
YPL135W	498	Verified	chrXVI	297553	298050	1
YPL136W	369	Dubious	chrXVI	296286	296654	1
YPL137C	3831	Verified	chrXVI	292817	296647	-1
YPL138C	1062	Verified	chrXVI	291366	292427	-1
YPL139C	1383	Verified	chrXVI	289669	291051	-1
YPL140C	1521	Verified	chrXVI	287514	289034	-1
YPL141C	2598	Verified	chrXVI	283464	286061	-1
YPL142C	318	Dubious	chrXVI	282686	283003	-1
YPL143W	849	Verified	chrXVI	282122	282970	1
YPL144W	447	Verified	chrXVI	280480	280926	1
YPL145C	1305	Verified	chrXVI	278395	279699	-1
YPL146C	1368	Verified	chrXVI	276162	277529	-1
YPL147W	2613	Verified	chrXVI	273255	275867	1
YPL148C	522	Verified	chrXVI	272294	272815	-1
YPL149W	885	Verified	chrXVI	271310	272194	1
YPL150W	2706	Uncharacterized	chrXVI	268188	270893	1
YPL151C	1356	Verified	chrXVI	266180	267535	-1
YPL152W	1077	Verified	chrXVI	265028	266104	1
YPL153C	2466	Verified	chrXVI	261727	264192	-1
YPL154C	1218	Verified	chrXVI	259714	260931	-1
YPL155C	2121	Verified	chrXVI	257216	259336	-1
YPL156C	855	Verified	chrXVI	255913	256767	-1
YPL157W	948	Verified	chrXVI	254814	255761	1
YPL158C	2277	Verified	chrXVI	252034	254310	-1
YPL159C	762	Verified	chrXVI	250907	251668	-1
YPL160W	3273	Verified	chrXVI	246990	250262	1
YPL161C	1902	Verified	chrXVI	244319	246220	-1
YPL162C	822	Uncharacterized	chrXVI	243206	244027	-1
