Gene.secondaryIdentifier	Gene.transcripts.chromosome.primaryIdentifier	Gene.transcripts.UTRs.chromosomeLocation.start	Gene.transcripts.UTRs.chromosomeLocation.end	Gene.chromosomeLocation.strand	Gene.transcripts.UTRs.primaryIdentifier
YOR210W	chrXV	738533	738847	1	YOR210W_id001-3prime-utr
YOR211C	chrXV	738800	738923	-1	YOR211C_id001-3prime-utr
YOR211C	chrXV	741570	741776	-1	YOR211C_id001-5prime-utr
YOR212W	chrXV	742533	742909	1	YOR212W_id001-5prime-utr
YOR212W	chrXV	744182	744303	1	YOR212W_id001-3prime-utr
YOR213C	chrXV	744027	744534	-1	YOR213C_id001-3prime-utr
YOR213C	chrXV	745282	745360	-1	YOR213C_id001-5prime-utr
YOR215C	chrXV	746583	746724	-1	YOR215C_id001-3prime-utr
YOR215C	chrXV	747283	748709	-1	YOR215C_id001-5prime-utr
YOR216C	chrXV	747354	747524	-1	YOR216C_id001-3prime-utr
YOR216C	chrXV	748980	749037	-1	YOR216C_id001-5prime-utr
YOR217W	chrXV	749209	749300	1	YOR217W_id001-5prime-utr
YOR217W	chrXV	751887	752291	1	YOR217W_id001-3prime-utr
YOR219C	chrXV	751896	752213	-1	YOR219C_id001-3prime-utr
YOR219C	chrXV	755010	755058	-1	YOR219C_id001-5prime-utr
YOR220W	chrXV	754775	755327	1	YOR220W_id001-5prime-utr
YOR220W	chrXV	756126	756290	1	YOR220W_id001-3prime-utr
YOR221C	chrXV	756268	756475	-1	YOR221C_id001-3prime-utr
YOR221C	chrXV	757559	757677	-1	YOR221C_id001-5prime-utr
YOR222W	chrXV	757835	758329	1	YOR222W_id001-5prime-utr
YOR222W	chrXV	759254	759313	1	YOR222W_id001-3prime-utr
YOR223W	chrXV	759646	759781	1	YOR223W_id001-5prime-utr
YOR223W	chrXV	760661	760861	1	YOR223W_id001-3prime-utr
YOR224C	chrXV	759751	760824	-1	YOR224C_id001-3prime-utr
YOR224C	chrXV	761266	761301	-1	YOR224C_id001-5prime-utr
YOR226C	chrXV	761469	761613	-1	YOR226C_id001-3prime-utr
YOR226C	chrXV	762085	762398	-1	YOR226C_id001-5prime-utr
YOR227W	chrXV	762593	762824	1	YOR227W_id001-5prime-utr
YOR227W	chrXV	766566	766726	1	YOR227W_id001-3prime-utr
YOR228C	chrXV	766736	766868	-1	YOR228C_id001-3prime-utr
YOR228C	chrXV	767778	768224	-1	YOR228C_id001-5prime-utr
YOR229W	chrXV	768321	768408	1	YOR229W_id001-5prime-utr
YOR229W	chrXV	769813	770085	1	YOR229W_id001-3prime-utr
YOR230W	chrXV	770652	770799	1	YOR230W_id001-5prime-utr
YOR230W	chrXV	772114	772346	1	YOR230W_id001-3prime-utr
YOR231W	chrXV	772426	772600	1	YOR231W_id001-5prime-utr
YOR231W	chrXV	774128	774375	1	YOR231W_id001-3prime-utr
YOR232W	chrXV	774510	774572	1	YOR232W_id001-5prime-utr
YOR232W	chrXV	775260	775586	1	YOR232W_id001-3prime-utr
YOR233W	chrXV	775668	775845	1	YOR233W_id001-5prime-utr
YOR233W	chrXV	778249	778339	1	YOR233W_id001-3prime-utr
YOR234C	chrXV	778229	778554	-1	YOR234C_id001-3prime-utr
YOR234C	chrXV	779406	779426	-1	YOR234C_id001-5prime-utr
YOR236W	chrXV	780892	780905	1	YOR236W_id001-5prime-utr
YOR236W	chrXV	781542	782007	1	YOR236W_id001-3prime-utr
YOR237W	chrXV	781956	781993	1	YOR237W_id001-5prime-utr
YOR237W	chrXV	783299	783351	1	YOR237W_id001-3prime-utr
YOR238W	chrXV	783648	783676	1	YOR238W_id001-5prime-utr
YOR238W	chrXV	784589	784829	1	YOR238W_id001-3prime-utr
YOR239W	chrXV	784576	784856	1	YOR239W_id001-5prime-utr
YOR239W	chrXV	786745	786951	1	YOR239W_id001-3prime-utr
YOR243C	chrXV	789840	790210	-1	YOR243C_id001-3prime-utr
YOR243C	chrXV	792242	792270	-1	YOR243C_id001-5prime-utr
YOR244W	chrXV	792460	792530	1	YOR244W_id001-5prime-utr
YOR244W	chrXV	793869	794062	1	YOR244W_id001-3prime-utr
YOR245C	chrXV	793908	794075	-1	YOR245C_id001-3prime-utr
YOR245C	chrXV	795333	795579	-1	YOR245C_id001-5prime-utr
YOR246C	chrXV	795718	795800	-1	YOR246C_id001-3prime-utr
YOR246C	chrXV	796794	797217	-1	YOR246C_id001-5prime-utr
YOR248W	chrXV	797690	798012	1	YOR248W_id001-5prime-utr
YOR248W	chrXV	798316	798529	1	YOR248W_id001-3prime-utr
YOR249C	chrXV	798601	798673	-1	YOR249C_id001-3prime-utr
YOR249C	chrXV	800732	800772	-1	YOR249C_id001-5prime-utr
YOR250C	chrXV	800846	800969	-1	YOR250C_id001-3prime-utr
YOR250C	chrXV	802308	802351	-1	YOR250C_id001-5prime-utr
YOR251C	chrXV	802456	802549	-1	YOR251C_id001-3prime-utr
YOR251C	chrXV	803465	803687	-1	YOR251C_id001-5prime-utr
YOR252W	chrXV	803635	803666	1	YOR252W_id001-5prime-utr
YOR252W	chrXV	804204	804366	1	YOR252W_id001-3prime-utr
YOR253W	chrXV	804345	804376	1	YOR253W_id001-5prime-utr
YOR253W	chrXV	804908	805103	1	YOR253W_id001-3prime-utr
YOR254C	chrXV	804906	805031	-1	YOR254C_id001-3prime-utr
YOR254C	chrXV	807024	807067	-1	YOR254C_id001-5prime-utr
YOR255W	chrXV	806991	807270	1	YOR255W_id001-5prime-utr
YOR255W	chrXV	808108	808283	1	YOR255W_id001-3prime-utr
YOR256C	chrXV	808185	808253	-1	YOR256C_id001-3prime-utr
YOR256C	chrXV	810684	810855	-1	YOR256C_id001-5prime-utr
YOR257W	chrXV	810793	811007	1	YOR257W_id001-5prime-utr
YOR257W	chrXV	811494	811553	1	YOR257W_id001-3prime-utr
YOR258W	chrXV	811653	811670	1	YOR258W_id001-5prime-utr
YOR258W	chrXV	812325	813393	1	YOR258W_id001-3prime-utr
YOR259C	chrXV	812004	812394	-1	YOR259C_id001-3prime-utr
YOR259C	chrXV	813709	813757	-1	YOR259C_id001-5prime-utr
YOR260W	chrXV	813924	813983	1	YOR260W_id001-5prime-utr
YOR260W	chrXV	815721	815938	1	YOR260W_id001-3prime-utr
YOR261C	chrXV	815693	815914	-1	YOR261C_id001-3prime-utr
YOR261C	chrXV	816932	817024	-1	YOR261C_id001-5prime-utr
YOR262W	chrXV	817020	817291	1	YOR262W_id001-5prime-utr
YOR262W	chrXV	818336	818436	1	YOR262W_id001-3prime-utr
YOR264W	chrXV	818492	818865	1	YOR264W_id001-5prime-utr
YOR264W	chrXV	820159	820223	1	YOR264W_id001-3prime-utr
YOR265W	chrXV	820383	820453	1	YOR265W_id001-5prime-utr
YOR265W	chrXV	820775	821026	1	YOR265W_id001-3prime-utr
YOR266W	chrXV	820981	821022	1	YOR266W_id001-5prime-utr
YOR266W	chrXV	822295	822503	1	YOR266W_id001-3prime-utr
YOR267C	chrXV	822391	822587	-1	YOR267C_id001-3prime-utr
YOR267C	chrXV	824868	825459	-1	YOR267C_id001-5prime-utr
YOR269W	chrXV	826274	826384	1	YOR269W_id001-5prime-utr
YOR269W	chrXV	827870	828046	1	YOR269W_id001-3prime-utr
YOR270C	chrXV	827893	828051	-1	YOR270C_id001-3prime-utr
YOR270C	chrXV	830575	830756	-1	YOR270C_id001-5prime-utr
YOR271C	chrXV	830983	831058	-1	YOR271C_id001-3prime-utr
YOR271C	chrXV	832043	832517	-1	YOR271C_id001-5prime-utr
YOR272W	chrXV	832758	832812	1	YOR272W_id001-5prime-utr
YOR272W	chrXV	834196	834426	1	YOR272W_id001-3prime-utr
YOR273C	chrXV	834317	834451	-1	YOR273C_id001-3prime-utr
YOR273C	chrXV	836432	836632	-1	YOR273C_id001-5prime-utr
YOR274W	chrXV	837635	837673	1	YOR274W_id001-5prime-utr
YOR274W	chrXV	838961	839413	1	YOR274W_id001-3prime-utr
YOR275C	chrXV	838841	839083	-1	YOR275C_id001-3prime-utr
YOR275C	chrXV	841070	841081	-1	YOR275C_id001-5prime-utr
YOR276W	chrXV	841240	841332	1	YOR276W_id001-5prime-utr
YOR276W	chrXV	841819	841972	1	YOR276W_id001-3prime-utr
YOR278W	chrXV	842403	842816	1	YOR278W_id001-5prime-utr
YOR278W	chrXV	843645	843725	1	YOR278W_id001-3prime-utr
YOR279C	chrXV	843604	843697	-1	YOR279C_id001-3prime-utr
YOR279C	chrXV	844631	844932	-1	YOR279C_id001-5prime-utr
YOR280C	chrXV	844927	844991	-1	YOR280C_id001-3prime-utr
YOR280C	chrXV	845793	846010	-1	YOR280C_id001-5prime-utr
YOR281C	chrXV	845375	846268	-1	YOR281C_id001-3prime-utr
YOR281C	chrXV	847130	847171	-1	YOR281C_id001-5prime-utr
YOR283W	chrXV	847349	847452	1	YOR283W_id001-5prime-utr
YOR283W	chrXV	848146	848488	1	YOR283W_id001-3prime-utr
YOR284W	chrXV	848431	848477	1	YOR284W_id001-5prime-utr
YOR284W	chrXV	849210	849584	1	YOR284W_id001-3prime-utr
YOR285W	chrXV	849581	849634	1	YOR285W_id001-5prime-utr
YOR285W	chrXV	850055	850231	1	YOR285W_id001-3prime-utr
YOR286W	chrXV	850244	850279	1	YOR286W_id001-5prime-utr
YOR286W	chrXV	850730	850979	1	YOR286W_id001-3prime-utr
YOR287C	chrXV	850864	850936	-1	YOR287C_id001-3prime-utr
YOR287C	chrXV	851840	851925	-1	YOR287C_id001-5prime-utr
YOR288C	chrXV	852030	852120	-1	YOR288C_id001-3prime-utr
YOR288C	chrXV	853078	854066	-1	YOR288C_id001-5prime-utr
YOR289W	chrXV	853296	853356	1	YOR289W_id001-5prime-utr
YOR289W	chrXV	854113	854189	1	YOR289W_id001-3prime-utr
YOR291W	chrXV	861034	861174	1	YOR291W_id001-5prime-utr
YOR291W	chrXV	865594	865705	1	YOR291W_id001-3prime-utr
YOR292C	chrXV	865585	865652	-1	YOR292C_id001-3prime-utr
YOR292C	chrXV	866583	866656	-1	YOR292C_id001-5prime-utr
YOR293C-A	chrXV	867879	867997	-1	YOR293C-A_id001-3prime-utr
YOR293C-A	chrXV	868148	868218	-1	YOR293C-A_id001-5prime-utr
YOR293W	chrXV	866860	867097	1	YOR293W_id001-5prime-utr
YOR293W	chrXV	867853	867993	1	YOR293W_id001-3prime-utr
YOR294W	chrXV	868303	868339	1	YOR294W_id001-5prime-utr
YOR294W	chrXV	868952	869189	1	YOR294W_id001-3prime-utr
YOR295W	chrXV	869142	869207	1	YOR295W_id001-5prime-utr
YOR295W	chrXV	869895	870143	1	YOR295W_id001-3prime-utr
YOR296W	chrXV	870086	870201	1	YOR296W_id001-5prime-utr
YOR296W	chrXV	874072	874254	1	YOR296W_id001-3prime-utr
YOR297C	chrXV	874265	874742	-1	YOR297C_id001-3prime-utr
YOR297C	chrXV	875322	875347	-1	YOR297C_id001-5prime-utr
YOR298C-A	chrXV	876366	877229	-1	YOR298C-A_id001-3prime-utr
YOR298C-A	chrXV	877686	877761	-1	YOR298C-A_id001-5prime-utr
YOR299W	chrXV	878282	878434	1	YOR299W_id001-5prime-utr
YOR299W	chrXV	880676	880744	1	YOR299W_id001-3prime-utr
YOR300W	chrXV	880522	880574	1	YOR300W_id001-5prime-utr
YOR300W	chrXV	880884	880895	1	YOR300W_id001-3prime-utr
YOR301W	chrXV	880934	880964	1	YOR301W_id001-5prime-utr
YOR301W	chrXV	882273	882728	1	YOR301W_id001-3prime-utr
YOR302W	chrXV	881226	882764	1	YOR302W_id001-5prime-utr
YOR302W	chrXV	882843	882856	1	YOR302W_id001-3prime-utr
YOR303W	chrXV	882767	882898	1	YOR303W_id001-5prime-utr
YOR303W	chrXV	884135	884213	1	YOR303W_id001-3prime-utr
YOR304C-A	chrXV	887862	888519	-1	YOR304C-A_id001-3prime-utr
YOR304C-A	chrXV	888751	888785	-1	YOR304C-A_id001-5prime-utr
YOR304W	chrXV	884472	884513	1	YOR304W_id001-5prime-utr
YOR304W	chrXV	887877	887958	1	YOR304W_id001-3prime-utr
YOR305W	chrXV	888992	889021	1	YOR305W_id001-5prime-utr
YOR305W	chrXV	889751	891546	1	YOR305W_id001-3prime-utr
YOR306C	chrXV	889761	889866	-1	YOR306C_id001-3prime-utr
YOR306C	chrXV	891433	893050	-1	YOR306C_id001-5prime-utr
YOR307C	chrXV	892279	892730	-1	YOR307C_id001-3prime-utr
YOR307C	chrXV	894093	894265	-1	YOR307C_id001-5prime-utr
YOR308C	chrXV	894261	894623	-1	YOR308C_id001-3prime-utr
YOR308C	chrXV	896388	896425	-1	YOR308C_id001-5prime-utr
YOR309C	chrXV	896548	896697	-1	YOR309C_id001-3prime-utr
YOR309C	chrXV	897079	898334	-1	YOR309C_id001-5prime-utr
YOR310C	chrXV	896709	896824	-1	YOR310C_id001-3prime-utr
YOR310C	chrXV	898361	898393	-1	YOR310C_id001-5prime-utr
YOR311C	chrXV	897097	899055	-1	YOR311C_id001-3prime-utr
YOR311C	chrXV	899929	900163	-1	YOR311C_id001-5prime-utr
YOR312C	chrXV	900151	900249	-1	YOR312C_id001-3prime-utr
YOR312C	chrXV	901195	901419	-1	YOR312C_id001-5prime-utr
YOR313C	chrXV	901634	901857	-1	YOR313C_id001-3prime-utr
YOR313C	chrXV	902875	903477	-1	YOR313C_id001-5prime-utr
YOR315W	chrXV	904603	904759	1	YOR315W_id001-5prime-utr
YOR315W	chrXV	905801	906226	1	YOR315W_id001-3prime-utr
YOR316C	chrXV	906094	906235	-1	YOR316C_id001-3prime-utr
YOR316C	chrXV	907556	907766	-1	YOR316C_id001-5prime-utr
YOR316C-A	chrXV	906525	907725	-1	YOR316C-A_id001-3prime-utr
YOR316C-A	chrXV	907936	908197	-1	YOR316C-A_id001-5prime-utr
YOR317W	chrXV	909186	909342	1	YOR317W_id001-5prime-utr
YOR317W	chrXV	911446	911694	1	YOR317W_id001-3prime-utr
YOR318C	chrXV	911615	911783	-1	YOR318C_id001-3prime-utr
YOR318C	chrXV	912437	912556	-1	YOR318C_id001-5prime-utr
YOR319W	chrXV	912602	912821	1	YOR319W_id001-5prime-utr
YOR319W	chrXV	913464	914045	1	YOR319W_id001-3prime-utr
YOR320C	chrXV	913424	913618	-1	YOR320C_id001-3prime-utr
YOR320C	chrXV	915095	915201	-1	YOR320C_id001-5prime-utr
YOR321W	chrXV	915830	916029	1	YOR321W_id001-5prime-utr
YOR321W	chrXV	918292	918327	1	YOR321W_id001-3prime-utr
YOR322C	chrXV	918451	918605	-1	YOR322C_id001-3prime-utr
YOR322C	chrXV	921063	921328	-1	YOR322C_id001-5prime-utr
YOR323C	chrXV	921058	921534	-1	YOR323C_id001-3prime-utr
YOR323C	chrXV	922906	922940	-1	YOR323C_id001-5prime-utr
YOR324C	chrXV	923097	923231	-1	YOR324C_id001-3prime-utr
YOR324C	chrXV	925041	925197	-1	YOR324C_id001-5prime-utr
YOR325W	chrXV	923928	924576	1	YOR325W_id001-5prime-utr
YOR325W	chrXV	925051	925072	1	YOR325W_id001-3prime-utr
YOR327C	chrXV	930502	930733	-1	YOR327C_id001-3prime-utr
YOR327C	chrXV	931082	931215	-1	YOR327C_id001-5prime-utr
YOR329C	chrXV	936491	936730	-1	YOR329C_id001-3prime-utr
YOR329C	chrXV	939350	939407	-1	YOR329C_id001-5prime-utr
YOR329W-A	chrXV	938970	939347	1	YOR329W-A_id001-5prime-utr
YOR329W-A	chrXV	939558	939699	1	YOR329W-A_id001-3prime-utr
YOR332W	chrXV	943625	943655	1	YOR332W_id001-5prime-utr
YOR332W	chrXV	944358	944478	1	YOR332W_id001-3prime-utr
YOR333C	chrXV	944498	944540	-1	YOR333C_id001-3prime-utr
YOR333C	chrXV	944958	945041	-1	YOR333C_id001-5prime-utr
YOR334W	chrXV	944555	944595	1	YOR334W_id001-5prime-utr
YOR334W	chrXV	946009	946157	1	YOR334W_id001-3prime-utr
YOR335C	chrXV	946007	946232	-1	YOR335C_id001-3prime-utr
YOR335C	chrXV	949110	949226	-1	YOR335C_id001-5prime-utr
YOR336W	chrXV	949748	949772	1	YOR336W_id001-5prime-utr
YOR336W	chrXV	953871	954046	1	YOR336W_id001-3prime-utr
YOR337W	chrXV	954269	954343	1	YOR337W_id001-5prime-utr
YOR337W	chrXV	956624	956881	1	YOR337W_id001-3prime-utr
YOR338W	chrXV	956835	956897	1	YOR338W_id001-5prime-utr
YOR338W	chrXV	957990	958250	1	YOR338W_id001-3prime-utr
YOR339C	chrXV	958138	958361	-1	YOR339C_id001-3prime-utr
YOR339C	chrXV	958833	959560	-1	YOR339C_id001-5prime-utr
YOR340C	chrXV	959110	959201	-1	YOR340C_id001-3prime-utr
YOR340C	chrXV	960183	960555	-1	YOR340C_id001-5prime-utr
YOR342C	chrXV	966472	966665	-1	YOR342C_id001-3prime-utr
YOR342C	chrXV	967626	967921	-1	YOR342C_id001-5prime-utr
YOR343C	chrXV	967092	968147	-1	YOR343C_id001-3prime-utr
YOR343C	chrXV	968475	968596	-1	YOR343C_id001-5prime-utr
YOR344C	chrXV	976547	977193	-1	YOR344C_id001-3prime-utr
YOR344C	chrXV	978070	978201	-1	YOR344C_id001-5prime-utr
YOR346W	chrXV	981632	981827	1	YOR346W_id001-5prime-utr
YOR346W	chrXV	984786	984955	1	YOR346W_id001-3prime-utr
YOR347C	chrXV	983551	984941	-1	YOR347C_id001-3prime-utr
YOR347C	chrXV	986463	986561	-1	YOR347C_id001-5prime-utr
YOR348C	chrXV	986720	986898	-1	YOR348C_id001-3prime-utr
YOR348C	chrXV	988783	988797	-1	YOR348C_id001-5prime-utr
YOR350C	chrXV	992795	992863	-1	YOR350C_id001-3prime-utr
YOR350C	chrXV	994856	994936	-1	YOR350C_id001-5prime-utr
YOR352W	chrXV	997100	997212	1	YOR352W_id001-5prime-utr
YOR352W	chrXV	998245	998314	1	YOR352W_id001-3prime-utr
YOR354C	chrXV	1001016	1001146	-1	YOR354C_id001-3prime-utr
YOR354C	chrXV	1003226	1003264	-1	YOR354C_id001-5prime-utr
YOR355W	chrXV	1004548	1005136	1	YOR355W_id001-5prime-utr
YOR355W	chrXV	1006706	1006895	1	YOR355W_id001-3prime-utr
YOR356W	chrXV	1007108	1007220	1	YOR356W_id001-5prime-utr
YOR356W	chrXV	1009117	1009230	1	YOR356W_id001-3prime-utr
YOR357C	chrXV	1008985	1009223	-1	YOR357C_id001-3prime-utr
YOR357C	chrXV	1009713	1009729	-1	YOR357C_id001-5prime-utr
YOR358W	chrXV	1009916	1010160	1	YOR358W_id001-5prime-utr
YOR358W	chrXV	1010890	1011183	1	YOR358W_id001-3prime-utr
YOR359W	chrXV	1011047	1011188	1	YOR359W_id001-5prime-utr
YOR359W	chrXV	1012761	1013069	1	YOR359W_id001-3prime-utr
YOR360C	chrXV	1013116	1013240	-1	YOR360C_id001-3prime-utr
YOR360C	chrXV	1014822	1015066	-1	YOR360C_id001-5prime-utr
YOR362C	chrXV	1017744	1017879	-1	YOR362C_id001-3prime-utr
YOR362C	chrXV	1018747	1019598	-1	YOR362C_id001-5prime-utr
YOR366W	chrXV	1023479	1025255	1	YOR366W_id001-5prime-utr
YOR366W	chrXV	1025610	1025642	1	YOR366W_id001-3prime-utr
YOR367W	chrXV	1025841	1026006	1	YOR367W_id001-5prime-utr
YOR367W	chrXV	1026610	1026707	1	YOR367W_id001-3prime-utr
YOR368W	chrXV	1026425	1026842	1	YOR368W_id001-5prime-utr
YOR368W	chrXV	1028049	1028166	1	YOR368W_id001-3prime-utr
YOR369C	chrXV	1028104	1028193	-1	YOR369C_id001-3prime-utr
YOR369C	chrXV	1028626	1029248	-1	YOR369C_id001-5prime-utr
YOR370C	chrXV	1028991	1029182	-1	YOR370C_id001-3prime-utr
YOR370C	chrXV	1030995	1032691	-1	YOR370C_id001-5prime-utr
YOR371C	chrXV	1031405	1031488	-1	YOR371C_id001-3prime-utr
YOR371C	chrXV	1034183	1034228	-1	YOR371C_id001-5prime-utr
YOR372C	chrXV	1034466	1034806	-1	YOR372C_id001-3prime-utr
YOR372C	chrXV	1036472	1036563	-1	YOR372C_id001-5prime-utr
YOR374W	chrXV	1039792	1039839	1	YOR374W_id001-5prime-utr
YOR374W	chrXV	1041400	1041654	1	YOR374W_id001-3prime-utr
YOR375C	chrXV	1041324	1041677	-1	YOR375C_id001-3prime-utr
YOR375C	chrXV	1043043	1043110	-1	YOR375C_id001-5prime-utr
YOR376W-A	chrXV	1044706	1045195	1	YOR376W-A_id001-5prime-utr
YOR376W-A	chrXV	1045352	1046406	1	YOR376W-A_id001-3prime-utr
YOR377W	chrXV	1046175	1046225	1	YOR377W_id001-5prime-utr
YOR377W	chrXV	1047804	1048142	1	YOR377W_id001-3prime-utr
YOR378W	chrXV	1049389	1049510	1	YOR378W_id001-5prime-utr
YOR378W	chrXV	1051059	1051127	1	YOR378W_id001-3prime-utr
YOR380W	chrXV	1051067	1051289	1	YOR380W_id001-5prime-utr
YOR380W	chrXV	1052931	1053574	1	YOR380W_id001-3prime-utr
YOR381W	chrXV	1054901	1055544	1	YOR381W_id001-5prime-utr
YOR381W	chrXV	1057681	1057794	1	YOR381W_id001-3prime-utr
YOR381W-A	chrXV	1058030	1058422	1	YOR381W-A_id001-5prime-utr
YOR381W-A	chrXV	1058591	1059390	1	YOR381W-A_id001-3prime-utr
YOR382W	chrXV	1059214	1059530	1	YOR382W_id001-5prime-utr
YOR382W	chrXV	1059993	1060128	1	YOR382W_id001-3prime-utr
YOR383C	chrXV	1060241	1060440	-1	YOR383C_id001-3prime-utr
YOR383C	chrXV	1061056	1062089	-1	YOR383C_id001-5prime-utr
YOR384W	chrXV	1061526	1061563	1	YOR384W_id001-5prime-utr
YOR384W	chrXV	1063649	1064685	1	YOR384W_id001-3prime-utr
YOR385W	chrXV	1064602	1065042	1	YOR385W_id001-5prime-utr
YOR385W	chrXV	1065916	1066198	1	YOR385W_id001-3prime-utr
YOR386W	chrXV	1066825	1066838	1	YOR386W_id001-5prime-utr
YOR386W	chrXV	1068537	1068761	1	YOR386W_id001-3prime-utr
YOR387C	chrXV	1069534	1069620	-1	YOR387C_id001-3prime-utr
YOR387C	chrXV	1070242	1070914	-1	YOR387C_id001-5prime-utr
YOR390W	chrXV	1076706	1076783	1	YOR390W_id001-5prime-utr
YOR390W	chrXV	1077912	1078206	1	YOR390W_id001-3prime-utr
YPL001W	chrXVI	554549	554604	1	YPL001W_id001-5prime-utr
YPL001W	chrXVI	555730	555783	1	YPL001W_id001-3prime-utr
YPL002C	chrXVI	553253	553626	-1	YPL002C_id001-3prime-utr
YPL002C	chrXVI	554329	554391	-1	YPL002C_id001-5prime-utr
YPL003W	chrXVI	552008	552019	1	YPL003W_id001-5prime-utr
YPL003W	chrXVI	553409	553510	1	YPL003W_id001-3prime-utr
YPL004C	chrXVI	550430	550631	-1	YPL004C_id001-3prime-utr
YPL004C	chrXVI	551658	551899	-1	YPL004C_id001-5prime-utr
YPL005W	chrXVI	548469	548485	1	YPL005W_id001-5prime-utr
YPL005W	chrXVI	550307	550420	1	YPL005W_id001-3prime-utr
YPL006W	chrXVI	544595	544630	1	YPL006W_id001-5prime-utr
YPL006W	chrXVI	548144	548364	1	YPL006W_id001-3prime-utr
YPL007C	chrXVI	541963	542081	-1	YPL007C_id001-3prime-utr
YPL007C	chrXVI	543849	543892	-1	YPL007C_id001-5prime-utr
YPL008W	chrXVI	539157	539384	1	YPL008W_id001-5prime-utr
YPL008W	chrXVI	541971	542082	1	YPL008W_id001-3prime-utr
YPL009C	chrXVI	535603	535819	-1	YPL009C_id001-3prime-utr
YPL009C	chrXVI	538937	538955	-1	YPL009C_id001-5prime-utr
YPL010W	chrXVI	534884	535017	1	YPL010W_id001-5prime-utr
YPL010W	chrXVI	535588	535807	1	YPL010W_id001-3prime-utr
YPL011C	chrXVI	533388	533641	-1	YPL011C_id001-3prime-utr
YPL011C	chrXVI	534704	534760	-1	YPL011C_id001-5prime-utr
YPL012W	chrXVI	529603	529722	1	YPL012W_id001-5prime-utr
YPL012W	chrXVI	533410	533533	1	YPL012W_id001-3prime-utr
YPL013C	chrXVI	528656	528984	-1	YPL013C_id001-3prime-utr
YPL013C	chrXVI	529351	529402	-1	YPL013C_id001-5prime-utr
YPL014W	chrXVI	527422	527546	1	YPL014W_id001-5prime-utr
YPL014W	chrXVI	528693	528948	1	YPL014W_id001-3prime-utr
YPL015C	chrXVI	525501	525809	-1	YPL015C_id001-3prime-utr
YPL015C	chrXVI	526884	527490	-1	YPL015C_id001-5prime-utr
YPL018W	chrXVI	517585	517650	1	YPL018W_id001-5prime-utr
YPL018W	chrXVI	518761	519915	1	YPL018W_id001-3prime-utr
YPL019C	chrXVI	514386	514510	-1	YPL019C_id001-3prime-utr
YPL019C	chrXVI	517019	517265	-1	YPL019C_id001-5prime-utr
YPL020C	chrXVI	512216	512312	-1	YPL020C_id001-3prime-utr
YPL020C	chrXVI	514179	514308	-1	YPL020C_id001-5prime-utr
YPL022W	chrXVI	506605	506696	1	YPL022W_id001-5prime-utr
YPL022W	chrXVI	510000	510531	1	YPL022W_id001-3prime-utr
YPL023C	chrXVI	504147	504338	-1	YPL023C_id001-3prime-utr
YPL023C	chrXVI	506313	506444	-1	YPL023C_id001-5prime-utr
YPL024W	chrXVI	503436	503516	1	YPL024W_id001-5prime-utr
YPL024W	chrXVI	504243	504734	1	YPL024W_id001-3prime-utr
YPL025C	chrXVI	502264	502472	-1	YPL025C_id001-3prime-utr
YPL025C	chrXVI	503031	503282	-1	YPL025C_id001-5prime-utr
YPL026C	chrXVI	500421	500674	-1	YPL026C_id001-3prime-utr
YPL026C	chrXVI	502184	502277	-1	YPL026C_id001-5prime-utr
YPL028W	chrXVI	497929	498095	1	YPL028W_id001-5prime-utr
YPL028W	chrXVI	499293	499388	1	YPL028W_id001-3prime-utr
YPL029W	chrXVI	495437	495505	1	YPL029W_id001-5prime-utr
YPL029W	chrXVI	497720	497778	1	YPL029W_id001-3prime-utr
YPL030W	chrXVI	493451	493542	1	YPL030W_id001-5prime-utr
YPL030W	chrXVI	495247	495355	1	YPL030W_id001-3prime-utr
YPL031C	chrXVI	491651	492017	-1	YPL031C_id001-3prime-utr
YPL031C	chrXVI	493038	493073	-1	YPL031C_id001-5prime-utr
YPL032C	chrXVI	488528	488886	-1	YPL032C_id001-3prime-utr
YPL032C	chrXVI	491365	491566	-1	YPL032C_id001-5prime-utr
YPL034W	chrXVI	486334	486711	1	YPL034W_id001-5prime-utr
YPL034W	chrXVI	487210	487427	1	YPL034W_id001-3prime-utr
YPL036W	chrXVI	482497	482842	1	YPL036W_id001-5prime-utr
YPL036W	chrXVI	485687	486277	1	YPL036W_id001-3prime-utr
YPL037C	chrXVI	481318	481427	-1	YPL037C_id001-3prime-utr
YPL037C	chrXVI	481902	482905	-1	YPL037C_id001-5prime-utr
YPL038W	chrXVI	480319	480534	1	YPL038W_id001-5prime-utr
YPL038W	chrXVI	481069	481202	1	YPL038W_id001-3prime-utr
YPL038W-A	chrXVI	479243	480181	1	YPL038W-A_id001-5prime-utr
YPL038W-A	chrXVI	480374	480400	1	YPL038W-A_id001-3prime-utr
YPL039W	chrXVI	479168	479224	1	YPL039W_id001-5prime-utr
YPL039W	chrXVI	480176	480327	1	YPL039W_id001-3prime-utr
YPL040C	chrXVI	475925	475992	-1	YPL040C_id001-3prime-utr
YPL040C	chrXVI	479002	479027	-1	YPL040C_id001-5prime-utr
YPL041C	chrXVI	474958	475117	-1	YPL041C_id001-3prime-utr
YPL041C	chrXVI	475742	477173	-1	YPL041C_id001-5prime-utr
YPL042C	chrXVI	472894	473039	-1	YPL042C_id001-3prime-utr
YPL042C	chrXVI	474708	475001	-1	YPL042C_id001-5prime-utr
